A400001;ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ
X709119;ΤΟΜΗ ΓΙΑ ΕΜΦΥΤΕΥΣΗ ΝΕΥΡΟΔΙΕΓΕΡΤΙΚΩΝ ΗΛΕΚΤΡΟΔΙΩΝ. ΝΕΥΡΟΜΥΪΚΗ
X709121;ΤΟΜΗ ΓΙΑ ΕΜΦΥΤΕΥΣΗ ΝΕΥΡΟΔΙΕΓΕΡΤΙΚΩΝ ΗΛΕΚΤΡΟΔΙΩΝ. ΙΕΡΟ ΝΕΥΡΟ (ΔΙΑΤΡΗΜΑΤΙΚΗ ΤΟΠΟΘΕΤΗΣΗ)
X709129;ΑΝΑΘΕΩΡΗΣΗ Ή ΑΦΑΙΡΕΣΗ ΠΕΡΙΦΕΡΙΚΩΝ ΝΕΥΡΟΔΙΕΓΕΡΤΙΚΩΝ ΗΛΕΚΤΡΟΔΙΩΝ
X709139;ΕΙΣΑΓΩΓΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΠΕΡΙΦΕΡΙΚΗΣ Ή ΓΑΣΤΡΙΚΗΣ ΓΕΝΝΗΤΡΙΑΣ Ή ΔΕΚΤΗ ΝΕΥΡΟΔΙΕΓΕΡΤΙΚΩΝ ΠΑΛΜΩΝ, ΑΜΕΣΗ Ή ΕΠΑΓΩΓΙΚΗ ΣΥΖΕΥΞΗ
X709149;ΑΝΑΘΕΩΡΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΠΕΡΙΦΕΡΙΚΗΣ Ή ΓΑΣΤΡΙΚΗΣ ΓΕΝΝΗΤΡΙΑΣ Ή ΔΕΚΤΗ ΝΕΥΡΟΔΙΕΓΕΡΤΙΚΩΝ ΠΑΛΜΩΝ
X709159;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΤΡΙΔΥΜΟ ΝΕΥΡΟ. ΥΠΕΡΚΟΓΧΙΟΣ, ΕΝΔΟΚΟΓΧΙΚΟΣ, ΓΕΝΕΙΑΚΟΣ Ή ΚΑΤΩ ΦΑΤΝΙΑΚΟΣ ΚΛΑΔΟΣ
X709169;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΤΡΙΔΥΜΟ ΝΕΥΡΟ. ΔΕΥΤΕΡΟΣ ΚΑΙ ΤΡΙΤΟΣ ΚΛΑΔΟΣ ΣΤΟ ΩΟΕΙΔΕΣ ΤΡΗΜΑ
X709179;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΤΡΙΔΥΜΟ ΝΕΥΡΟ. ΔΕΥΤΕΡΟΣ ΚΑΙ ΤΡΙΤΟΣ ΚΛΑΔΟΣ ΣΤΟ ΩΟΕΙΔΕΣ ΤΡΗΜΑ ΥΠΟ ΑΚΤΙΝΟΣΚΟΠΙΟ ΕΛΕΓΧΟ
X709183;ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΜΥΩΝ. ΜΥΕΣ ΠΟΥ ΝΕΥΡΩΝΟΝΤΑΙ ΑΠΟ ΤΟ ΠΡΟΣΩΠΙΚΟ ΝΕΥΡΟ (Π.Χ. ΓΙΑ ΒΛΕΦΑΡΟΣΠΑΣΜΟ, ΗΜΙ-ΠΡΟΣΩΠΙΚΟ ΣΠΑΣΜΟ)
X709185;ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΜΥΩΝ. ΜΥΕΣ ΤΟΥ ΤΡΑΧΗΛΟΥ (Π.Χ. ΓΙΑ ΣΠΑΣΤΙΚΟ  ΡΑΙΒΟΚΡΑΝΟ, ΣΠΑΣΤΙΚΗ ΔΥΣΦΩΝΙΑ)
X709187;ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΜΥΩΝ. ΑΚΡΑ ΚΑΙ/Ή ΜΥΕΣ ΚΟΡΜΟΥ (Π.Χ. ΓΙΑ ΔΥΣΤΟΝΙΑ, ΕΓΚΕΦΑΛΙΚΗ ΠΑΡΑΛΥΣΗ, ΠΟΛΛΑΠΛΗ ΣΚΛΗΡΥΝΣΗ)
X709199;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕΣΟΠΛΕΥΡΙΟ ΝΕΥΡΟ
X709203;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ, ΟΣΦΥΪΚΗ Ή ΙΕΡΑ, ΕΝΑ ΕΠΙΠΕΔΟ
X709205;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ, ΟΣΦΥΪΚΗ Ή ΙΕΡΑ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΕΠΙΠΕΔΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗ ΒΑΣΙΚΗ ΔΙΑΔΙΚΑΣΙΑ)
X709211;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ. ΑΥΧΕΝΙΚΗ Ή ΘΩΡΑΚΙΚΗ, ΕΝΑ ΕΠΙΠΕΔΟ
X709213;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΝΕΥΡΟ ΑΠΟΦΥΣΙΑΚΗΣ ΑΡΘΡΩΣΗΣ. ΑΥΧΕΝΙΚΗ Ή ΘΩΡΑΚΙΚΗ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΕΠΙΠΕΔΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗΝ ΒΑΣΙΚΗ ΔΙΑΔΙΚΑΣΙΑ)
X709219;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΑΙΔΟΙΙΚΟ ΝΕΥΡΟ
X709223;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ. ΚΟΙΝΟ ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ ΠΕΛΜΑΤΟΣ
X709239;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ. ΑΛΛΟ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ Ή ΚΛΑΔΟΣ
X709259;ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΑΠΟΚΡΙΝΩΝ ΑΔΕΝΩΝ. ΚΑΙ ΟΙ ΔΥΟ ΜΑΣΧΑΛΕΣ
X709265;ΧΗΜΙΚΗ ΑΠΟΝΕΥΡΩΣΗ ΑΠΟΚΡΙΝΩΝ ΑΔΕΝΩΝ, ΑΛΛΕΣ ΠΕΡΙΟΧΕΣ (Π.Χ ΔΕΡΜΑ ΚΡΑΝΙΟΥ, ΠΡΟΣΩΠΟ, ΛΑΙΜΟΣ), ΑΝΑ ΗΜΕΡΑ
X709319;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕ Ή ΧΩΡΙΣ ΑΚΤΙΝΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ ΚΟΙΛΙΑΚΟ ΠΛΕΓΜΑ
X709321;ΚΑΤΑΣΤΡΟΦΗ ΜΕ ΝΕΥΡΟΛΥΤΙΚΟ ΠΑΡΑΓΟΝΤΑ, ΜΕ Ή ΧΩΡΙΣ ΑΚΤΙΝΟΣΚΟΠΙΚΟ ΕΛΕΓΧΟ ΑΝΩ ΥΠΟΓΑΣΤΡΙΚΟ ΠΛΕΓΜΑ
X709363;ΝΕΥΡΟΠΛΑΣΤΙΚΗ: ΔΑΚΤΥΛΩΝ, 1 Ή ΚΑΙ ΤΑ ΔΥΟ, ΙΔΙΟ ΔΑΚΤΥΛΟ
X709367;ΝΕΥΡΟΠΛΑΣΤΙΚΗ: ΝΕΥΡΟ ΧΕΡΙΟΥ Η ΠΟΔΙΟΥ
X709375;ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΕΚΤΟΣ ΟΣΩΝ ΑΝΑΦΕΡΟΝΤΑΙ ΧΩΡΙΣΤΑ
X709383;ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΙΣΧΙΑΚΟ ΝΕΥΡΟ
X709385;ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΒΡΑΧΙΟΝΙΟ ΠΛΕΓΜΑ
X709387;ΝΕΥΡΟΠΛΑΣΤΙΚΗ, ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΒΡΑΧΙΟΝΑΣ Ή ΚΝΗΜΗ. ΟΣΦΥΙΚΟ ΠΛΕΓΜΑ
X709391;ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΚΡΑΝΙΑΚΟ ΝΕΥΡΟ (ΚΑΘΟΡΙΣΤΕ)
X709395;ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΩΛΕΝΙΟ ΝΕΥΡΟ ΣΤΟΝ ΑΓΚΩΝΑ
X709397;ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΩΛΕΝΙΟ ΝΕΥΡΟ ΣΤΟΝ ΚΑΡΠΟ
X709401;ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΚΑΙ/Ή ΑΝΤΙΜΕΤΑΘΕΣΗ. ΜΕΣΟ ΝΕΥΡΟ ΣΤΟΝ ΚΑΡΠΙΑΙΟ ΣΩΛΗΝΑ
X709403;ΑΠΟΣΥΜΠΙΕΣΗ. ΜΗ ΚΑΘΟΡΙΣΜΕΝΟ(Α) ΝΕΥΡΟ(Α) (ΚΑΘΟΡΙΣΤΕ)
X709411;ΑΠΟΣΥΜΠΙΕΣΗ. ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ ΠΕΛΜΑΤΟΣ
X709413;ΕΣΩΤΕΡΙΚΗ ΝΕΥΡΟΛΥΣΗ, ΜΕ ΧΡΗΣΗ ΧΕΙΡΟΥΡΓΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ (ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΟΝ ΚΩΔΙΚΟ ΓΙΑ ΤΗ ΝΕΥΡΟΠΛΑΣΤΙΚΗ) (Η ΝΕΥΡΟΠΛΑΣΤΙΚΗ ΠΕΡΙΛΑΜΒΑΝΕΙ ΕΞΩΤΕΡΙΚΗ ΝΕΥΡΟΛΥΣΗ)
X709423;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΥΠΕΡΚΟΓΧΙΟΥ ΝΕΥΡΟΥ
X709427;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΥΠΟΚΟΓΧΙΟΥ ΝΕΥΡΟΥ
X709431;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΓΕΝΕΙΑΚΟΥ ΝΕΥΡΟΥ
X709435;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΤΟΥ ΚΑΤΩ ΦΑΤΝΙΑΚΟΥ ΝΕΥΡΟΥ ΜΕ ΟΣΤΕΟΤΟΜΙΑΣ
X709439;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΓΛΩΣΣΙΚΟΥ ΝΕΥΡΟΥ
X709443;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ, ΕΠΙΛΕΚΤΙΚΗ Ή ΠΛΗΡΗΣ
X709447;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΤΟΥ ΜΕΙΖΟΝΟΣ ΙΝΙΑΚΟΥ ΝΕΥΡΟΥ
X709451;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΦΡΕΝΙΚΟΥ ΝΕΥΡΟΥ
X709463;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΟΥ ΝΕΥΡΟΥ (ΒΑΓΟΤΟΜΗ), ΕΝΔΟΘΩΡΑΚΙΚΗ
X709469;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΩΝ ΝΕΥΡΩΝ ΠΕΡΙΟΡΙΣΜΕΝΗ ΣΤΟ ΕΓΓΥΣ ΤΜΗΜΑ ΤΟΥ ΣΤΟΜΑΧΟΥ (ΕΠΙΛΕΚΤΙΚΗ ΕΓΓΥΣ ΒΑΓΟΤΟΜΗ, ΕΓΓΥΣ ΓΑΣΤΡΙΚΗ ΒΑΓΟΤΟΜΗ, ΒΑΓΟΤΟΜΗ ΤΟΙΧΩΜΑΤΙΚΩΝ ΚΥΤΤΑΡΩΝ, (ΥΠΕΡ-) ΕΠΙΛΕΚΤΙΚΗ ΒΑΓΟΤΟΜΗ)
X709479;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΠΝΕΥΜΟΝΟΓΑΣΤΡΙΚΟΥ ΝΕΥΡΟΥ (ΒΑΓΟΤΟΜΗ), ΚΟΙΛΙΑΚΗ
X709481;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΙΔΟΙΑΚΟΥ ΝΕΥΡΟΥ
X709485;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΘΥΡΟΕΙΔΟΥΣ ΝΕΥΡΟΥ, ΕΞΩΠΥΕΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΕΝΟΝΤΟΤΟΜΗ ΠΡΟΣΑΓΩΓΟΥ
X709491;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΘΥΡΟΕΙΔΟΥΣ ΝΕΥΡΟΥ, ΕΝΔΟΠΥΕΛΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΤΕΝΟΝΤΟΤΟΜΗ ΠΡΟΣΑΓΩΓΟΥ
X709501;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΛΛΟΥ ΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ, ΕΞΩΣΚΛΗΡΙΔΙΟΥ
X709503;ΔΙΑΤΟΜΗ Ή ΑΠΟΣΠΑΣΗ ΑΛΛΟΥ ΝΩΤΙΑΙΟΥ ΝΕΥΡΟΥ, ΕΞΩΣΚΛΗΡΙΔΙΟΥ
X709507;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΕΡΜΑΤΙΚΟ ΝΕΥΡΟ, ΧΕΙΡΟΥΡΓΙΚΑ ΤΑΥΤΟΠΟΙΗΣΙΜΟ
X709511;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ, 1 Ή ΚΑΙ ΤΑ ΔΥΟ, ΙΔΙΟ ΔΑΚΤΥΛΟ
X709515;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ. ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΔΑΚΤΥΛΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X709523;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΧΕΡΙ Ή ΠΟΔΙ, ΕΚΤΟΣ ΤΟΥ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ
X709525;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΧΕΡΙ Ή ΠΟΔΙ, ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟ, ΕΚΤΟΣ ΤΟΥ ΙΔΙΟΥ ΔΑΚΤΥΛΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X709527;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ ΝΕΥΡΟΥ
X709531;ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ. ΙΣΧΙΑΚΟ ΝΕΥΡΟ
X709533;ΕΜΦΥΤΕΥΣΗ ΝΕΥΡΙΚΟΥ ΑΚΡΟΥ ΣΕ ΟΣΤΟ Ή ΜΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΜΑΖΙ ΜΕ ΤΗΝ ΕΚΤΟΜΗ ΝΕΥΡΙΝΩΜΑΤΟΣ)
X709535;ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΔΕΡΜΑΤΙΚΟ ΝΕΥΡΟ
X709539;ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΜΕΙΖΟΝ ΠΕΡΙΦΕΡΙΚΟ ΝΕΥΡΟ
X709543;ΕΚΤΟΜΗ ΝΕΥΡΟΪΝΩΜΑΤΟΣ Ή ΝΕΥΡΕΙΛΗΜΜΩΜΑΤΟΣ. ΕΥΡΕΙΑ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΤΟΥ ΚΑΚΟΗΘΟΥΣ ΤΥΠΟΥ)
X709549;ΒΙΟΨΙΑ ΝΕΥΡΟΥ
X709563;ΣΥΜΠΑΘΕΚΤΟΜΗ, ΑΥΧΕΝΙΚΗ
X709567;ΣΥΜΠΑΘΕΚΤΟΜΗ, ΑΥΧΕΝΟΘΩΡΑΚΙΚΗ
X709577;ΣΥΜΠΑΘΕΚΤΟΜΗ, ΘΩΡΑΚΟΟΣΦΥΙΚΗ
X709595;ΣΥΜΠΑΘΕΚΤΟΜΗ, ΟΣΦΥΙΚΗ
X709599;ΣΥΜΠΑΘΕΚΤΟΜΗ. ΔΑΚΤΥΛΙΚΕΣ ΑΡΤΗΡΙΕΣ, ΚΑΘΕ ΔΑΚΤΥΛΟ
X709601;ΣΥΜΠΑΘΕΚΤΟΜΗ. ΚΕΡΚΙΔΙΚΗ ΑΡΤΗΡΙΑ
X709603;ΣΥΜΠΑΘΕΚΤΟΜΗ. ΩΛΕΝΙΑ ΑΡΤΗΡΙΑ
X709605;ΣΥΜΠΑΘΕΚΤΟΜΗ. ΕΠΙΦΑΝΕΙΑΚΗ ΠΑΛΑΜΙΑΙΑΣ ΚΑΜΑΡΑΣ
X709621;ΣΥΡΡΑΦΗ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ, ΧΕΡΙ Ή ΠΟΔΙ. 1 ΝΕΥΡΟ
X709623;ΣΥΡΡΑΦΗ ΔΑΚΤΥΛΙΚΟΥ ΝΕΥΡΟΥ, ΧΕΡΙ Ή ΠΟΔΙ. ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΔΑΚΤΥΛΙΚΟ ΝΕΥΡΟ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X709627;ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΧΕΡΙ Ή ΠΟΔΙ, ΚΟΙΝΟ ΑΙΣΘΗΤΙΚΟ ΝΕΥΡΟ
X709629;ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΜΕΣΟ ΚΙΝΗΤΙΚΟ ΘΕΝΑΡ
X709631;ΣΥΡΡΑΦΗ ΕΝΟΣ ΝΕΥΡΟΥ. ΩΛΕΝΙΟ ΚΙΝΗΤΙΚΟ
X709633;ΣΥΡΡΑΦΗ ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΝΕΥΡΟΥ, ΧΕΡΙΟΥ Ή ΠΟΔΙΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X709639;ΣΥΡΡΑΦΗ ΟΠΙΣΘΙΟΥ ΚΝΗΜΙΑΙΑΟΥ ΝΕΥΡΟΥ
X709671;ΣΥΡΡΑΦΗ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ. ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΑΝΤΙΜΕΤΑΘΕΣΗΣ
X709673;ΣΥΡΡΑΦΗ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ, ΑΝΩ Ή ΚΑΤΩ ΑΚΡΟ, ΕΚΤΟΣ ΙΣΧΙΑΚΟΥ. ΧΩΡΙΣ ΑΝΤΙΜΕΤΑΘΕΣΗ
X709675;ΣΥΡΡΑΦΗ ΙΣΧΙΑΚΟΥ ΝΕΥΡΟΥ
X709677;ΣΥΡΡΑΦΗ ΚΑΘΕ ΕΠΙΠΛΕΟΝ ΜΕΙΖΟΝΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΝΕΥΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)
X709681;ΣΥΡΡΑΦΗ ΒΡΑΧΙΟΝΙΟΥ ΠΛΕΓΜΑΤΟΣ
X709683;ΣΥΡΡΑΦΗ ΟΣΦΥΪΚΟΥ ΠΛΕΓΜΑΤΟΣ
X709687;ΣΥΡΡΑΦΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ. ΕΞΩΚΡΑΝΙΑΚΗ
X709689;ΣΥΡΡΑΦΗ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ. ΥΠΟΚΡΟΤΑΦΙΚΗ, ΜΕ Ή ΧΩΡΙΣ ΜΕΤΑΜΟΣΧΕΥΣΗ
X709691;ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΠΑΡΑΠΛΗΡΩΜΑΤΙΚΟΥ
X709695;ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΥΠΟΓΛΩΣΣΙΟΥ
X709699;ΑΝΑΣΤΟΜΩΣΗ. ΠΡΟΣΩΠΙΚΟΥ - ΦΡΕΝΙΚΟΥ
X709703;ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΔΕΥΤΕΡΕΥΟΥΣΑ Ή ΚΑΘΥΣΤΕΡΗΜΕΝΗ ΣΥΡΡΑΦΗ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΝΕΥΡΟΡΡΑΦΗΣ)
X709707;ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΕΚΤΕΤΑΜΕΝΗ ΚΙΝΗΤΟΠΟΙΗΣΗ Ή ΑΝΤΙΜΕΤΑΘΕΣΗ  ΤΟΥ ΝΕΥΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΓΙΑ ΤΗ ΣΥΡΡΑΦΗ ΝΕΥΡΩΝ)
X709711;ΣΥΡΡΑΦΗ ΝΕΥΡΟΥ ΠΟΥ ΑΠΑΙΤΕΙ ΤΗ ΒΡΑΧΥΝΣΗ ΟΣΤΟΥ ΑΚΡΟΥ (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΣΥΡΡΑΦΗΣ ΝΕΥΡΩΝ)
