          Τμήμα          | Ημερομηνία Βάρδιας | Τύπος Βάρδιας |   Τύπος Προσωπικού   |     Ειδικότητα / Ρόλος      | Αριθμός Προσωπικού 
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Παθολόγος                   |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Πνευμονολόγος               |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΜΕΘ (Εντατική)          | 2026-05-07         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Ορθοπεδικός                 |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Ιατρός               | Παιδίατρος                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  6
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Γραμματέας                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παθολόγος                   |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παιδίατρος                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Παιδίατρος                  |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Ιατρός               | Χειρουργός                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  4
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Μισθοδοσίας       |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-01         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Αναισθησιολόγος             |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Ορθοπεδικός                 |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Ιατρός               | Παιδίατρος                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Λογιστής                    |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Ορθοπεδικός                 |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Παιδίατρος                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΑΠΟΓΕΥΜΑ      | Διοικητικό Προσωπικό | Υπάλληλος IT/Μηχανογράφησης |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Αναισθησιολόγος             |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΝΥΧΤΑ         | Ιατρός               | Ορθοπεδικός                 |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΝΥΧΤΑ         | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-02         | ΝΥΧΤΑ         | Διοικητικό Προσωπικό | Γραμματέας                  |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Ορθοπεδικός                 |                  2
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Ιατρός               | Παιδίατρος                  |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Νοσηλευτής                  |                  5
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπάλληλος Προμηθειών        |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΠΡΩΙ          | Διοικητικό Προσωπικό | Υπεύθυνος Αρχείου           |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Ιατρός               | Αναισθησιολόγος             |                  3
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Νοσηλευτής                  |                  4
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Προϊστάμενος                |                  1
 ΤΕΠ (Επείγοντα)         | 2026-05-03         | ΑΠΟΓΕΥΜΑ      | Νοσηλευτής           | Βοηθός Νοσηλευτή            |                  1
