K500001;ΜΥΕΛΟΓΡΑΦΙΑ
Β315905.110;ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΑΝΤΟΧΗ ΤΟΥ MYCOBACTERIUM TYBERCULOSIS ΣΤΗΝ ΡΙΦΑΜΠΙΚΙΝΗ ΜΕ ΤΗΝ ΜΕΘΟΔΟ REAL-TIME PCR
Β315905.111;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ  IGΑ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ  BRUCELLA
Β315905.112;ΤΑΥΤΟΠΟΙΗΣΗ ΒΑΚΤΗΡΙΔΙΩΝ ΜΕ ΑΝΑΛΥΣΗ ΑΛΛΗΛΟΥΧΙΑΣ ΕΥΡΕOΣ ΦΑΣΜΑΤΟΣ 23SRDNA 
B315905.113;AΝΙΧΝΕΥΣΗ ΑΝΤΟΧΗΣ, ΜΕΤΑΛΛΑΚΤΙΚΩΝ ΣΤΕΛΕΧΩΝ ΤΩΝ ΙΩΝ ΣΤΟΥΣ ΑΝΤΙΙΚΟΥΣ ΠΑΡΑΓΟΝΤΕΣ ΜΕ ΑΛΛΗΛΟΥΧΗΣΗ
Β315905.114;ΟΡΟΛΟΓΙΚΗ ΤΥΠΟΠΟΙΗΣΗ ΣΤΕΛΕΧΩΝ LEGIONELLA PNEUMOPHILA
Β315905.115;ΑΝΙΧΝΕΥΣΗ ΤΗΣ ΑΝΤΟΧΗΣ ΤΟΥ HELICOBACTER PYLORI ΣΤΗΝ ΚΛΑΡΙΘΡΟΜΥΚΙΝΗ ΚΑΙ/Η ΤΗ ΦΛΟΥΟΡΟΚΙΝΟΛΟΝΗ, ΣΕ ΔΕΙΓΜΑΤΑ ΚΑΛΛΙΕΡΓΕΙΩΝ Η ΣΕ ΥΛΙΚΟ ΒΙΟΨΙΑΣ (ΙΣΤΙΚΟ ΤΕΜΑΧΙΟ) 
Β315905.116;ΑΠΟΜΟΝΩΣΗ DNA/RNA ΑΠΌ ΚΛΙΝΙΚΑ ΔΕΙΓΜΑΤΑ ΚΑΙ ΚΑΛΛΙΕΡΓΕΙΕΣ ΜΙΚΡΟΒΙΩΝ ΜΕ ΑΥΤΟΜΑΤΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ
Β315905.117;ΈΛΕΓΧΟΣ ΑΝΤΟΧΗΣ ΜΥΚΟΒΑΚΤΗΡΙΔΙΩΝ ΣΤΑ ΠΡΩΤΕΥΟΝΤΑ ΑΝΤΙΦΥΜΑΤΙΚΑ ΦΑΡΜΑΚΑ (ΙΣΟΝΙΑΖΙΔΗ, ΡΙΦΑΜΠΙΚΙΝΗ) ΜΕ PCR ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΠΡΟΪΟΝΤΟΣ ΜΕ ΥΒΡΙΔΙΣΜΟ Η ΑΛΛΗΛΟΥΧΟΠΟΙΗΣΗ
Β315905.118;ΈΛΕΓΧΟΣ ΑΝΤΟΧΗΣ ΜΥΚΟΒΑΚΤΗΡΙΔΙΩΝ ΣΤΑ ΔΕΥΤΕΡΕΥΟΝΤΑ ΑΝΤΙΦΥΜΑΤΙΚΑ ΦΑΡΜΑΚΑ (ΚΙΝΟΛΟΝΕΣ, ΔΕΥΤΕΡΕΥΟΝΤΑ ΕΝΕΣΙΜΑ, ΚΛΠ.) ΜΕ PCR ΚΑΙ ΤΑΥΤΟΠΟΙΗΣΗ ΠΡΟΪΟΝΤΟΣ ΜΕ ΥΒΡΙΔΙΣΜΟ Η ΑΛΛΗΛΟΥΧΟΠΟΙΗΣΗ
Β315905.119;ΑΝΑΛΥΣΗ ΓΕΝΕΤΙΚΗΣ ΣΥΣΤΑΣΗΣ ΠΟΛΥΜΟΡΦΙΚΩΝ ΤΟΠΩΝ (MIRU-VNTR) ΤΟΥ ΜΥΚΟΒΑΚΤΗΡΙΔΙΟΥ ΤΗΣ ΦΥΜΑΤΙΩΣΗΣ ΜΕ ΕΝΙΣΧΥΣΗ ΣΤΟΧΟΥ (PCR) ΚΑΙ ΗΛΕΚΤΡΟΦΟΡΗΤΙΚΟ ΔΙΑΧΩΡΙΣΜΟ  
Β315905.120;ΤΑΥΤΟΠΟΙΗΣΗ MYCOBACTERIUM TUBERCULOSIS ΜΕ ΜΕΘΟΔΟ ΑΝΟΣΟΧΡΩΜΑΤΟΓΡΑΦΙΑΣ ΑΠΌ ΜΙΚΡΟΣΚΟΠΙΚΑ ΘΕΤΙΚΕΣ ΥΓΡΕΣ ΚΑΛΛΙΕΡΓΕΙΕΣ
B315907;ΑΥΤΟΨΙΑ ΤΟΥ ΧΩΡΟΥ ΜΕΤΑΒΑΣΗ ΙΑΤΡΟΔΙΚΑΣΤΗ
B315917;ΝΕΚΡΟΨΙΑ-ΝΕΚΡΟΤΟΜΗ ΕΠΙ ΠΤΩΜΑΤΟΣ
B315921;ΕΚΤΑΦΗ ΚΑΙ ΝΕΚΡΟΨΙΑ-ΝΕΚΡΟΤΟΜΗ
B315931;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΣΤΟ ΓΡΑΦΕΙΟ ΤΟΥ ΙΑΤΡΟΔΙΚΑΣΤΗ 
B315935;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΜΕΤΑΒΑΣΗ ΣΕ ΝΟΣΟΚΟΜΕΙΟ Ή ΣΤΟ ΣΠΙΤΙ ΤΟΥ ΑΣΘΕΝΗ
B315939;ΝΕΚΡΟΨΙΑ - ΝΕΚΡΟΤΟΜΗ ΝΕΟΓΝΟΥ ΒΡΕΦΟΥΣ
B315947;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΝΕΟΓΝΟΥ ΒΡΕΦΟΥΣ ΣΤΟ ΓΡΑΦΕΙΟ ΤΟΥ ΙΑΤΡΟΔΙΚΑΣΤΗ
B315957;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΝΕΟΓΝΟΥ ΒΡΕΦΟΥΣ ΜΕΤΑΒΑΣΗ ΣΕ ΝΟΣΟΚΟΜΕΙΟ Ή ΣΤΟ ΣΠΙΤΙ ΤΟΥ ΝΕΟΓΝΟΥ ΒΡΕΦΟΥΣ
B315961;ΓΝΩΜΟΔΟΤΗΣΗ ΠΡΟΣ ΕΠΙΛΥΣΗ ΖΗΤΗΜΑΤΩΝ ΕΠΙ ΕΚΘΕΣΕΩΝ ΑΛΛΩΝ ΙΑΤΡΟΔΙΚΑΣΤΩΝ Η ΠΡΑΓΜΑΤΟΓΝΩΜΟΝΩΝ
B315963;ΠΑΡΑΣΤΑΣΗ ΣΤΟ ΔΙΚΑΣΤΗΡΙΟ ΤΟΥ ΠΡΑΓΜΑΤΟΓΝΩΜΟΝΑ ΚΛΗΤΕΥΟΜΕΝΟΥ Ως ΜΑΡΤΥΡΑ 
B315965;ΕΞΕΤΑΣΗ ΣΚΕΛΕΤΟΥ ΟΛΟΥ ΤΟΥ ΣΩΜΑΤΟΣ ΠΡΟΣ ΔΙΑΠΙΣΤΩΣΗ ΚΑΚΩΣΕΩΝ, ΑΙΤΙΑΣ ΘΑΝΑΤΟΥ ΚΛΠ
B315979;ΕΞΕΤΑΣΗ ΣΚΕΛΕΤΙΚΩΝ ΥΠΟΛΕΙΜΜΑΤΩΝ ΠΡΟΣ ΔΙΑΠΙΣΤΩΣΗ ΚΑΚΩΣΕΩΝ ΚΛΠ
B315981;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΓΙΑ ΔΙΑΠΙΣΤΩΣΗ ΕΓΚΛΗΜΑΤΩΝ ΠΟΥ ΑΦΟΡΟΥΝ ΤΗ ΓΕΝΕΤΗΣΙΑ ΛΕΙΤΟΥΡΓΙΑ ΣΤΟ ΓΡΑΦΕΙΟ ΤΟΥ ΙΑΤΡΟΔΙΚΑΣΤΗ
B315987;ΚΛΙΝΙΚΗ ΕΞΕΤΑΣΗ ΓΙΑ ΔΙΑΠΙΣΤΩΣΗ ΕΓΚΛΗΜΑΤΩΝ ΠΟΥ ΑΦΟΡΟΥΝ ΤΗ ΓΕΝΕΤΗΣΙΑ ΛΕΙΤΟΥΡΓΙΑ , ΜΕΤΑΒΑΣΗ ΣΕ ΝΟΣΟΚΟΜΕΙΟ Ή ΣΤΟ ΣΠΙΤΙ ΤΟΥ ΑΣΘΕΝΗ
B315997;ΠΡΟΧΕΙΡΗ ΤΑΡΙΧΕΥΣΗ
B316105;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΔΙΑΔΙΚΑΣΙΑ ΝΕΚΡΟΨΙΑΣ (ΑΥΤΟΨΙΑΣ)
B316105.1;ΠΛΗΡΗΣ ΜΕΓΑΛΗ ΤΑΡΙΧΕΥΣΗ
B316115;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΓΡΩΝ ΠΟΥ ΕΧΟΥΝ ΠΑΡΑΚΕΝΤΗΘΕΙ ΑΠΌ ΚΟΙΛΟΤΗΤΕΣ ΤΟΥ ΣΩΜΑΤΟΣ (ΠΛΕΥΡΙΤΙΚΑ, ΑΣΚΙΤΙΚΑ, ΚΛΠ). ΦΥΓΟΚΕΝΤΡΗΣΗ, ΕΠΙΣΤΡΩΣΗ ΠΛΑΚΙΔΙΩΝ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΣΤΟ ΟΠΤΙΚΟ ΜΙΚΡΟΣΚΟΠΙΟ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ
B316119;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΥΓΡΩΝ ΠΟΥ ΕΧΟΥΝ ΠΑΡΑΚΕΝΤΗΘΕΙ ΑΠΌ ΚΟΙΛΟΤΗΤΕΣ ΤΟΥ ΣΩΜΑΤΟΣ (ΠΛΕΥΡΙΤΙΚΑ, ΑΣΚΙΤΙΚΑ, ΚΛΠ). ΔΙΑΤΗΡΗΣΗ ΣΕ ΣΥΣΤΗΜΑ ΥΓΡΗΣ ΦΑΣΗΣ, ΕΠΙΣΤΡΩΣΗ ΠΛΑΚΙΔΙΩΝ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΣΤΟ ΟΠΤΙΚΟ ΜΙΚΡΟΣΚΟΠΙΟ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ
B316121;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΟΥΡΩΝ ΑΠΛΗΣ ΟΥΡΗΣΗΣ (1-3 ΔΕΙΓΜΑΤΑ), ΜΕ ΔΙΑΤΗΡΗΣΗ ΣΕ ΣΥΣΤΗΜΑ ΥΓΡΗΣ ΦΑΣΗΣ, ΕΠΙΣΤΡΩΣΗ ΠΛΑΚΙΔΙΩΝ ΚΑΙ ΑΞΙΟΛΟΓΗΣΗ ΣΤΟ ΟΠΤΙΚΟ ΜΙΚΡΟΣΚΟΠΙΟ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ
B316123;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΠΙΧΡΙΣΜΑΤΩΝ ΜΕ ΤΗΝ ΤΕΧΝΙΚΗ ΣΥΜΠΥΚΝΩΣΗΣ. ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ. (ΠΧ, ΤΕΧΝΙΚΗ SACCOMANNO).
B316131;ΤΕΧΝΙΚΗ ΕΠΙΛΕΚΤΙΚΗΣ ΕΝΙΣΧΥΣΗΣ ΚΥΤΤΑΡΙΚΩΝ ΤΥΠΩΝ ΑΠΟ ΚΥΤΤΑΡΟΛΟΓΙΚΑ ΥΛΙΚΑ ΥΓΡΗΣ ΦΑΣΗΣ 
B316157;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΓΙΑ ΙΑΤΡΟΔΙΚΑΣΤΙΚΗ ΧΡΗΣΗ (ΠΧ. ΣΠΕΡΜΑ) ΜΕ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316167;ΤΑΥΤΟΠΟΙΗΣΗ ΦΥΛΕΤΙΚΗΣ ΧΡΩΜΑΤΙΝΗΣ. ΣΩΜΑΤΙΑ BARR ΣΕ ΚΥΤΤΑΡΟΛΟΓΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ. ΔΙΑΓΝΩΣΗ - ΕΚΤΙΜΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316187;ΤΑΥΤΟΠΟΙΗΣΗ ΦΥΛΕΤΙΚΗΣ ΧΡΩΜΑΤΙΝΗΣ. ΕΠΙΧΡΙΣΜΑ ΠΕΡΙΦΕΡΙΚΟΥ ΑΙΜΑΤΟΣ. ΠΟΛΥΜΟΡΦΟΠΥΡΗΝΑ ΦΥΛΕΤΙΚΑ
B316189;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ (ΟΠΟΙΟΔΗΠΟΤΕ ΣΥΣΤΗΜΑ ΑΝΑΦΟΡΑΣ), ΜΕ ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316191;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ (ΟΠΟΙΟΔΗΠΟΤΕ ΣΥΣΤΗΜΑ ΑΝΑΦΟΡΑΣ), ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΜΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ, ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ, ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316193;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ (ΟΠΟΙΟΔΗΠΟΤΕ ΣΥΣΤΗΜΑ ΑΝΑΦΟΡΑΣ), ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΜΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ, ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ, ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΠΑΝΑΔΙΑΛΟΓΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316201;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ. ΔΙΑΛΟΓΗ ΑΠΟ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316203;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ. ΕΛΕΓΧΟΣ ΑΠΟ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ ΜΕ ΧΕΙΡΟΝΑΚΤΙΚΟ ΕΠΑΝΕΛΕΓΧΟ ΚΑΙ ΔΙΑΣΦΑΛΙΣΗ ΠΟΙΟΤΗΤΑΣ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316207;ΑΝΕΝΕΡΓΟΣ
B316211;ΑΝΕΝΕΡΓΟΣ
B316213;ΑΝΕΝΕΡΓΟΣ
B316215;ΑΝΕΝΕΡΓΟΣ
B316217;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΟΡΜΟΝΙΚΗΣ ΑΞΙΟΛΟΓΗΣΗΣ, ΚΟΛΠΙΚΩΝ Ή ΤΡΑΧΗΛΙΚΩΝ ΕΠΙΧΡΙΣΜΑΤΩΝ (ΠΧ. ΔΕΙΚΤΗΣ ΩΡΙΜΑΝΣΗΣ, ΚΑΡΥΟΠΥΚΝΩΤΙΚΟΣ ΔΕΙΚΤΗΣ, ΔΕΙΚΤΗΣ ΟΙΣΤΡΟΓΟΝΩΝ). ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ. ΕΚΑΣΤΟΣ ΔΕΙΚΤΗΣ
B316227;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΠΙΧΡΙΣΜΑΤΩΝ, ΟΠΟΙΑΣΔΗΠΟΤΕ ΠΡΟΕΛΕΥΣΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΚΑΙ ΤΩΝ ΕΝΤΥΠΩΜΑΤΩΝ) ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316229;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΠΙΧΡΙΣΜΑΤΩΝ, ΟΠΟΙΑΣΔΗΠΟΤΕ ΠΡΟΕΛΕΥΣΗΣ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΚΑΙ ΤΩΝ ΕΝΤΥΠΩΜΑΤΩΝ). ΠΑΡΑΣΚΕΥΗ, ΕΛΕΓΧΟΣ ΚΑΙ ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316231;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ ΕΠΙΧΡΙΣΜΑΤΩΝ, ΟΠΟΙΑΣΔΗΠΟΤΕ ΠΡΟΕΛΕΥΣΗΣ. ΕΚΤΕΤΑΜΕΝΗ ΜΕΛΕΤΗ ΠΟΥ ΕΜΠΕΡΙΕΧΕΙ ΠΛΕΟΝ ΤΩΝ 5 ΠΛΑΚΙΔΙΩΝ ΚΑΙ/Ή ΠΟΛΛΑΠΛΩΝ ΧΡΩΣΕΩΝ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316235;ΑΝΕΝΕΡΓΟΣ
B316237;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΠΛΑΚΙΔΙΑ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ (ΣΥΣΤΗΜΑ BETHESDA) ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΠΑΝΕΛΕΓΧΟ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316239;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΠΛΑΚΙΔΙΑ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ (ΣΥΣΤΗΜΑ BETHESDA) ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΠΑΝΕΛΕΓΧΟ ΥΠΟΒΟΗΘΟΥΜΕΝΟ ΑΠΟ ΥΠΟΛΟΓΙΣΤΗ ΥΠΟ ΕΠΙΒΛΕΨΗ - ΔΙΑΓΝΩΣΗ ΕΙΔΙΚΟΥ ΙΑΤΡΟΥ.
B316241;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΠΛΑΚΙΔΙΑ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ (ΣΥΣΤΗΜΑ BETHESDA) ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΟΠΤΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ ΚΑΙ ΕΛΕΓΧΟΣ ΔΙΑΣΦΑΛΙΣΗΣ ΠΟΙΟΤΗΤΑΣ - ΕΠΑΝΕΛΕΓΧΟΣ ΑΠΟ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ ΣΑΡΩΣΗΣ ME ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316251;ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ, ΕΚΤΙΜΗΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ. ΑΜΕΣΗ ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΜΕΛΕΤΗ ΓΙΑ ΤΟΝ ΠΡΟΣΔΙΟΡΙΣΜΟ ΕΠΑΡΚΕΙΑΣ ΤΩΝ ΔΕΙΓΜΑΤΩΝ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316253;ΚΥΤΤΑΡΟΠΑΘΟΛΟΓΙΑ, ΕΚΤΙΜΗΣΗ ΥΛΙΚΟΥ ΑΝΑΡΡΟΦΗΣΗΣ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ (ΜΑΣΤΟΣ, ΗΠΑΡ, ΠΑΓΚΡΕΑΣ, ΠΝΕΥΜΟΝΑΣ, ΜΕΣΟΘΩΡΑΚΙΟ, ΟΣΤΑ, ΜΑΛΑΚΑ ΜΟΡΙΑ, ΘΥΡΕΟΕΙΔΗΣ, ΠΡΟΣΤΑΤΗΣ, ΛΕΜΦΑΔΕΝΕΣ, ΝΕΦΡΟΣ, ΕΠΙΝΕΦΡΙΔΙΑ, ΣΙΑΛΟΓΟΝΟΙ ΑΔΕΝΕΣ ΚΠΛ). ΑΞΙΟΛΟΓΗΣΗ ΚΑΙ ΔΙΑΓΝΩΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316255;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ ΕΠΙΧΡΙΣΜΑΤΑ (ΟΠΟΙΟΔΗΠΟΤΕ ΣΥΣΤΗΜΑ ΑΝΑΦΟΡΑΣ), ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΠΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ, ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ. ΕΛΕΓΧΟΣ ΑΠΟ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ. ΑΞΙΟΛΟΓΗΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316257;ΚΥΤΤΑΡΟΛΟΓΙΚΗ ΕΞΕΤΑΣΗ, ΤΡΑΧΗΛΙΚΑ, Ή ΚΟΛΠΙΚΑ (ΟΠΟΙΟΔΗΠΟΤΕ ΣΥΣΤΗΜΑ ΑΝΑΦΟΡΑΣ), ΣΥΛΛΟΓΗ ΣΕ ΜΟΝΙΜΟΠΟΙΗΤΙΚΟ ΥΛΙΚΟ, ΑΥΤΟΜΑΤΗ ΠΡΟΕΤΟΙΜΑΣΙΑ ΛΕΠΤΗΣ ΣΤΟΙΒΑΔΟΣ. ΕΛΕΓΧΟΣ ΑΠΟ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΟ ΣΥΣΤΗΜΑ ΚΑΙ ΕΠΑΝΑΞΙΟΛΟΓΗΣΗ ΜΕ ΜΙΚΡΟΣΚΟΠΙΚΗ ΕΞΕΤΑΣΗ ΑΠΟ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316271;ΑΝΑΛΥΣΗ ΚΥΤΤΑΡΙΚΟΥ ΚΥΚΛΟΥ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΜΕΤΡΙΑΣ ΡΟΗΣ Ή ΑΝΑΛΥΣΗ DNA ΣΕ ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΚΑΙ ΙΣΤΟΛΟΓΙΚΟ ΥΛΙΚΟ (ΜΗ ΜΟΝΙΜΟΠΟΙΗΜΕΝΟ Ή ΣΕ ΟΠΟΙΟΔΗΠΟΤΕ ΥΛΙΚΟ ΜΕΤΑΦΟΡΑΣ). ΕΡΜΗΝΕΙΑ - ΔΙΑΓΝΩΣΗ ΑΠΌ ΕΙΔΙΚΟ ΙΑΤΡΟ.
B316275;ΑΝΑΛΥΣΗ ΔΕΙΚΤΩΝ ΣΤΗΝ ΚΥΤΤΑΡΙΚΗ ΕΠΙΦΑΝΕΙΑ, ΣΤΟ ΚΥΤΤΑΡΟΠΛΑΣΜΑ Ή ΣΤΟΝ ΠΥΡΗΝΑ ΜΕ ΤΕΧΝΙΚΗ ΚΥΤΤΑΡΟΜΕΤΡΙΑΣ ΡΟΗΣ ΣΕ ΚΥΤΤΑΡΟΛΟΓΙΚΟ ΚΑΙ ΙΣΤΟΛΟΓΙΚΟ ΥΛΙΚΟ (ΔΕΙΓΜΑΤΑ ΑΠΟΦΟΛΙΔΩΤΙΚΗΣ ΚΥΤΤΑΡΟΛΟΓΙΑΣ, ΑΝΑΡΡΟΦΗΣΗΣ ΔΙΑ ΛΕΠΤΗΣ ΒΕΛΟΝΗΣ ΚΑΙ ΚΥΤΤΑΡΙΚΩΝ ΣΤΟΙΧΕΙΩΝ ΒΙΟΛΟΓΙΚΩΝ ΥΓΡΩΝ), ΤΕΧΝΙΚΟ ΜΕΡΟΣ ΜΟΝΟΝ. ΠΡΩΤΟΣ ΔΕΙΚΤΗΣ. 
